flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190806I1,Wind Cal,2019-08-06,14:37:22,D20190806_143722.1,1,182520039,JGW,,,Drop #1,1,N43RF,WP-3D,Good Drop,Launch Time : 14:37:22,3,A1,20180918T194652Z,RSS421 NEO 8M8,402.50 MHz,5.8 v,2.09,32768 sec,0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:37:21,464.3 mb,-8.0 C,-17.8 C,45.1 %,232.1 deg,9.2 m/s,-83.706900 deg,26.891900 deg,6499.2 m
