flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190731I1,SMFR Cal/Wind Cal,2019-07-31,23:11:30,D20190731_231130.1,1,183010089,JGW,,,Drop #1,1,N43RF,WP-3D,Good Drop,Drop time : 23:11:30,3,00,20180917T193942Z,RSS421 NEO 8M8,401.50 MHz,5.8 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),23:11:30,718.0 mb,10.6 C,5.3 C,69.8 %,98.0 deg,2.8 m/s,-79.265400 deg,27.842500 deg,3000.0 m
20190731I1,SMFR Cal/Wind Cal,2019-08-01,01:48:28,D20190801_014828.1,2,185140319,JGW,,,Drop #2,1,N43RF,WP-3D,Good Drop,Drop time: 01:48:28,3,A2,20190523T191431Z,RSS421 NEO-M8Q-0,405.50 MHz,5.9 v,2.09,32768 sec,-0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),01:48:27,391.4 mb,-17.2 C,-26.4 C,44.8 %,179.0 deg,9.6 m/s,-79.006100 deg,27.742600 deg,7783.6 m
