flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190820I1,WSRA/TDR/MiniSonde TEST FLT,2019-08-20,16:08:47,D20190820_160847.1,1,151255048,JGW,,,Mini Sonde #1,1,N43RF,WP-3D,Good Drop,Mini Sonde #1 Launch 1608Z TDDryBiasCorrApplied,2,L7,20190221T203918Z,RS904 -,401.50 MHz,8.4 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:08:47,700.3 mb,9.1 C,2.2 C,62.3 %,94.4 deg,7.5 m/s,-84.013100 deg,27.635700 deg,3212.8 m
