flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20220310N1,ARR 2022,2022-03-10,20:58:13,D20220310_205813.1,1,213520342,AJP,,,Drop 1,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210928T152148Z,RSS421 NEO-M8Q-0-10,402.70 MHz,5.7 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),20:58:12,179.2 mb,-60.3 C,-61.6 C,85.2 %,308.8 deg,42.0 m/s,-159.496100 deg,30.013200 deg,12911.3 m
20220310N1,ARR 2022,2022-03-10,21:08:21,D20220310_210821.2,2,213740674,AJP,,,Drop 2,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20211006T154458Z,RSS421 NEO-M8Q-0-10,403.70 MHz,5.8 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:08:20,171.1 mb,-60.7 C,-62.1 C,82.9 %,298.2 deg,41.4 m/s,-159.617900 deg,31.094500 deg,13172.4 m
20220310N1,ARR 2022,2022-03-10,21:18:34,D20220310_211834.3,3,213620639,AJP,,,Drop 3,3,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210927T171317Z,RSS421 NEO-M8Q-0-10,404.70 MHz,5.7 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:18:33,171.2 mb,-60.4 C,-61.7 C,84.3 %,294.7 deg,43.5 m/s,-159.734700 deg,32.195400 deg,13130.3 m
20220310N1,ARR 2022,2022-03-10,21:28:22,D20220310_212822.4,4,213620646,AJP,,,Drop 4,4,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210924T171434Z,RSS421 NEO-M8Q-0-10,405.70 MHz,5.9 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:28:21,170.9 mb,-57.6 C,-60.7 C,68.1 %,287.7 deg,43.0 m/s,-159.868300 deg,33.280000 deg,13096.7 m
20220310N1,ARR 2022,2022-03-10,21:38:06,D20220310_213806.1,5,213740250,AJP,,,Drop 5,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20211012T173335Z,RSS421 NEO-M8Q-0-10,400.70 MHz,5.7 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:38:05,170.9 mb,-57.9 C,-59.1 C,86.1 %,290.1 deg,46.4 m/s,-159.984700 deg,34.378900 deg,13052.3 m
20220310N1,ARR 2022,2022-03-10,21:48:07,D20220310_214807.2,6,211010853,AJP,,,Drop 6,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210817T180016Z,RSS421 NEO-M8Q-0-10,401.70 MHz,5.8 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:48:06,171.0 mb,-56.7 C,-59.8 C,67.9 %,287.5 deg,48.5 m/s,-160.135400 deg,35.482200 deg,13008.4 m
20220310N1,ARR 2022,2022-03-10,21:57:54,D20220310_215754.3,7,213741148,AJP,,,Drop 7,3,N49RF,Gulfstream G-IV SP,No PTH,,3,A2,20211011T145432Z,RSS421 NEO-M8Q-0-10,402.70 MHz,5.8 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:57:54,163.4 mb,-57.6 C,-59.5 C,79.1 %,286.5 deg,45.8 m/s,-160.268200 deg,36.561800 deg,13257.3 m
20220310N1,ARR 2022,2022-03-10,21:58:44,D20220310_215844.4,8,213740794,AJP,,,Drop 8,4,N49RF,Gulfstream G-IV SP,Good Drop,back up point 7,3,A2,20211012T142258Z,RSS421 NEO-M8Q-0-10,403.70 MHz,5.6 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),21:58:43,163.4 mb,-57.4 C,-59.6 C,76.1 %,284.7 deg,45.2 m/s,-160.279300 deg,36.653200 deg,13254.0 m
20220310N1,ARR 2022,2022-03-10,22:07:30,D20220310_220730.1,9,213740689,AJP,,,Drop 9,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20211006T160104Z,RSS421 NEO-M8Q-0-10,404.70 MHz,5.7 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:07:29,163.4 mb,-55.9 C,-58.5 C,71.8 %,284.3 deg,43.2 m/s,-160.402200 deg,37.650700 deg,13207.0 m
20220310N1,ARR 2022,2022-03-10,22:16:47,D20220310_221647.2,10,213741118,AJP,,,Drop 10,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20211006T161344Z,RSS421 NEO-M8Q-0-10,405.70 MHz,5.9 v,2.11,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:16:46,163.4 mb,-51.9 C,-56.3 C,58.6 %,270.4 deg,42.2 m/s,-160.535700 deg,38.752200 deg,13149.9 m
