flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20220811N1,Cape Verde,2022-08-11,13:56:21,D20220811_135621.1,1,210420803,gd,,,dp1,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210428T174802Z,RSS421 NEO-M8Q-0-10,400.70 MHz,5.6 v,2.10,32768 sec,-0.8 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),13:56:21,185.4 mb,-59.6 C,-59.0 C,100.0 %,257.2 deg,2.5 m/s,-36.009200 deg,14.998200 deg,12890.0 m
20220811N1,Cape Verde,2022-08-11,14:08:59,D20220811_140859.2,2,210440117,gd,,,dp2,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210428T184131Z,RSS421 NEO-M8Q-0-10,401.70 MHz,5.7 v,2.10,32768 sec,-0.9 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:08:59,185.5 mb,-59.0 C,-59.2 C,96.6 %,287.3 deg,2.3 m/s,-37.574500 deg,14.715100 deg,12894.1 m
20220811N1,Cape Verde,2022-08-11,14:22:00,D20220811_142200.3,3,210520229,gd,,,dp3,3,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210427T201856Z,RSS421 NEO-M8Q-0-10,402.70 MHz,5.7 v,2.10,32768 sec,-0.9 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:21:59,161.1 mb,-66.8 C,-62.7 C,-999.0 %,287.6 deg,5.0 m/s,-39.164300 deg,14.430600 deg,13780.9 m
20220811N1,Cape Verde,2022-08-11,14:34:50,D20220811_143450.4,4,210550291,gd,,,dp4,4,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210427T204608Z,RSS421 NEO-M8Q-0-10,403.70 MHz,5.8 v,2.10,32768 sec,-0.9 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:34:49,161.0 mb,-67.3 C,-63.7 C,-999.0 %,225.6 deg,5.7 m/s,-40.723300 deg,14.148700 deg,13783.7 m
20220811N1,Cape Verde,2022-08-11,14:47:48,D20220811_144748.1,5,210550250,gd,,,dp5,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210427T191132Z,RSS421 NEO-M8Q-0-10,404.70 MHz,5.8 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:47:47,161.0 mb,-67.4 C,-64.2 C,-999.0 %,180.8 deg,8.8 m/s,-42.291200 deg,13.848300 deg,13781.5 m
20220811N1,Cape Verde,2022-08-11,15:00:46,D20220811_150046.2,6,210820534,gd,,,dp6,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210602T160839Z,RSS421 NEO-M8Q-0-10,405.70 MHz,5.6 v,2.10,32768 sec,-0.8 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),15:00:45,161.0 mb,-66.8 C,-63.7 C,-999.0 %,186.7 deg,10.4 m/s,-43.855200 deg,13.565700 deg,13779.3 m
20220811N1,Cape Verde,2022-08-11,15:13:44,D20220811_151344.3,7,210731076,gd,,,dp7,3,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210602T160108Z,RSS421 NEO-M8Q-0-10,400.70 MHz,5.8 v,2.10,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),15:13:43,161.1 mb,-67.6 C,-63.8 C,-999.0 %,188.7 deg,5.9 m/s,-45.439000 deg,13.282200 deg,13775.0 m
20220811N1,Cape Verde,2022-08-11,15:26:36,D20220811_152636.4,8,210540405,gd,,,dp8,4,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20210427T192139Z,RSS421 NEO-M8Q-0-10,401.70 MHz,5.8 v,2.10,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),15:26:35,161.0 mb,-67.8 C,-64.2 C,-999.0 %,165.2 deg,5.2 m/s,-47.009100 deg,13.001800 deg,13774.7 m
