flight_id,project,launch_date,launch_time,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20200113H1,AREA-I / AAMPS TEST,1/13/2020,19:39:50,1,191940553,NGU,SEB,,Drop #1,8,N42RF,WP-3D Orion,Good Drop,Data system test drop,3,A2,20190607T175617Z,RSS421 NEO-M8Q-0,401.30 MHz,6.1 v,2.1,32768 sec,0.0 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),19:39:49,822.3 mb,15.5 C,-25.5 C,4.40%,134.9 deg,6.0 m/s,-83.414100 deg,26.843200 deg,1899.3 m
