flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20200115T1,ATOMIC Systems pre flight,2020-01-15,15:19:16,D20200115_151916.1,1,150835038,AJP,,,Drop 1,1,N43RF,WP-3D,Good Drop, TDDryBiasCorrApplied,2,L7,20190219T225438Z,RS904 -,403.50 MHz,8.4 v,2.09,32768 sec,-1.6 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),15:19:16,408.1 mb,-18.9 C,-48.2 C,5.7 %,0.7 deg,8.9 m/s,-75.861600 deg,24.119700 deg,7454.1 m
20200115T1,ATOMIC Systems pre flight,2020-01-15,16:56:59,D20200115_165659.2,2,150845241,AJP,,,Drop 2,2,N43RF,WP-3D,Good Drop, TDDryBiasCorrApplied,2,L7,20190221T215643Z,RS904 -,403.50 MHz,8.5 v,2.09,32768 sec,-1.6 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:56:58,408.1 mb,-19.3 C,-47.9 C,6.0 %,68.8 deg,10.8 m/s,-67.708000 deg,18.909000 deg,7397.5 m
