flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20200131I1,ATOMIC #5,2020-01-31,16:25:10,D20200131_162510.1,1,190950404,AJP,,,Drop 1,1,N43RF,WP-3D,Good Drop,,3,A2,20190521T164729Z,RSS421 NEO-M8Q-0,400.50 MHz,5.8 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:25:09,391.3 mb,-19.0 C,-79.1 C,0.1 %,318.9 deg,11.2 m/s,-55.254400 deg,13.737800 deg,7790.7 m
20200131I1,ATOMIC #5,2020-01-31,16:30:05,D20200131_163005.2,2,191640175,AJP,,,Drop 2,2,N43RF,WP-3D,Good Drop,,3,A2,20190606T162508Z,RSS421 NEO-M8Q-0,401.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:30:04,391.3 mb,-18.8 C,-79.1 C,0.1 %,325.2 deg,13.2 m/s,-55.212600 deg,14.143100 deg,7788.7 m
20200131I1,ATOMIC #5,2020-01-31,16:35:16,D20200131_163516.3,3,191720844,AJP,,,Drop 3,3,N43RF,WP-3D,Good Drop,,3,A2,20190607T164246Z,RSS421 NEO-M8Q-0,402.50 MHz,5.8 v,2.10,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:35:15,391.2 mb,-19.0 C,-79.1 C,0.1 %,317.7 deg,10.9 m/s,-54.941100 deg,14.490300 deg,7786.4 m
20200131I1,ATOMIC #5,2020-01-31,16:40:10,D20200131_164010.4,4,192540714,AJP,,,Drop 4,4,N43RF,WP-3D,Good Drop,,3,A2,20190715T161142Z,RSS421 NEO-M8Q-0,403.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:40:10,391.2 mb,-19.3 C,-79.1 C,0.1 %,323.6 deg,12.0 m/s,-54.518700 deg,14.659100 deg,7784.3 m
20200131I1,ATOMIC #5,2020-01-31,16:44:56,D20200131_164456.5,5,191730170,AJP,,,Drop 5,5,N43RF,WP-3D,Good Drop,,3,A2,20190606T174038Z,RSS421 NEO-M8Q-0,404.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:44:55,391.2 mb,-19.4 C,-79.1 C,0.1 %,326.1 deg,11.8 m/s,-54.082600 deg,14.588700 deg,7782.0 m
20200131I1,ATOMIC #5,2020-01-31,16:49:32,D20200131_164932.6,6,185120828,AJP,,,Drop 6,6,N43RF,WP-3D,Good Drop,,3,A2,20190429T201009Z,RSS421 NEO-M8Q-0,405.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:49:31,391.3 mb,-19.3 C,-79.1 C,0.1 %,332.4 deg,13.6 m/s,-53.750700 deg,14.324300 deg,7781.4 m
20200131I1,ATOMIC #5,2020-01-31,16:54:10,D20200131_165410.7,7,182340097,AJP,,,Drop 7,7,N43RF,WP-3D,Good Drop,,3,A1,20180824T155804Z,RSS421 NEO 8M8,400.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:54:09,391.2 mb,-19.0 C,-79.1 C,0.1 %,336.9 deg,14.5 m/s,-53.589600 deg,13.927800 deg,7782.0 m
20200131I1,ATOMIC #5,2020-01-31,16:58:40,D20200131_165840.8,8,185050634,AJP,,,Drop 8,8,N43RF,WP-3D,Good Drop,,3,A2,20190514T152920Z,RSS421 NEO-M8Q-0,401.50 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),16:58:39,391.2 mb,-18.7 C,-79.1 C,0.1 %,337.2 deg,14.9 m/s,-53.647500 deg,13.522500 deg,7783.1 m
20200131I1,ATOMIC #5,2020-01-31,17:03:38,D20200131_170338.1,9,191730172,AJP,,,Drop 9,1,N43RF,WP-3D,Good Drop,,3,A2,20190606T165608Z,RSS421 NEO-M8Q-0,402.50 MHz,5.8 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),17:03:37,391.2 mb,-18.6 C,-79.1 C,0.1 %,334.2 deg,15.4 m/s,-53.923400 deg,13.162700 deg,7780.7 m
20200131I1,ATOMIC #5,2020-01-31,17:08:09,D20200131_170809.2,10,191640457,AJP,,,Drop 10,2,N43RF,WP-3D,Good Drop,,3,A2,20190607T180115Z,RSS421 NEO-M8Q-0,403.50 MHz,5.8 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),17:08:08,391.2 mb,-18.3 C,-79.1 C,0.1 %,327.3 deg,14.6 m/s,-54.289600 deg,13.027600 deg,7782.3 m
