flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20220908H1,AL-91,9/8/2022,10:09:50,D20220908_100950.1,1,210550946,BRD,NWS,,DROP1,1,N42RF,WP-3D Orion,Good Drop,D1 CH1 1009Z PASS1 IP,3,A2,20210426T133534Z,RSS421 NEO-M8Q-0-10,400.22 MHz,5.7 v,2.1,32768 sec,-1.6 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:09:49,694.8 mb,9.5 C,9.4 C,99.50%,219.8 deg,30.0 m/s,-64.116000 deg,26.810400 deg,3132.3 m
20220908H1,AL-91,9/8/2022,10:22:00,D20220908_102200.2,2,203250859,BRD,NWS,,DROP2,2,N42RF,WP-3D Orion,Good Drop,D2 CH2 1022Z P1 MP,3,A2,20210128T175759Z,RSS421 NEO-M8Q-0-10,400.38 MHz,5.9 v,2.1,32768 sec,-1.2 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:21:59,695.5 mb,10.5 C,11.6 C,100.00%,226.3 deg,35.1 m/s,-64.630700 deg,27.539200 deg,3042.1 m
20220908H1,AL-91,9/8/2022,10:25:02,D20220908_102502.3,3,221250032,BRD,ONR,,DROP3,3,N42RF,WP-3D Orion,Good Drop,D3 CH3 1025Z PASS1 RMWI,3,A2,20220706T164440Z,RSS421 NEO-M8Q-0-10,401.38 MHz,5.9 v,2.11,32768 sec,-1.2 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:25:02,693.9 mb,10.4 C,11.9 C,100.00%,237.3 deg,35.1 m/s,-64.786000 deg,27.676100 deg,3029.2 m
20220908H1,AL-91,9/8/2022,10:25:36,D20220908_102536.4,4,221240289,BRD,ONR,,DROP4,4,N42RF,WP-3D Orion,Good Drop,D4 CH4 1025Z PASS1 RMWI,3,A2,20220712T163646Z,RSS421 NEO-M8Q-0-10,401.22 MHz,5.9 v,2.11,32768 sec,-0.3 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:25:36,691.8 mb,10.5 C,11.7 C,100.00%,237.3 deg,36.1 m/s,-64.814600 deg,27.700900 deg,3046.2 m
20220908H1,AL-91,9/8/2022,10:33:00,D20220908_103300.5,5,221210292,BRD,ONR,B,DROP5,5,N42RF,WP-3D Orion,No Data,DROP5 CH5 1037 PASS1 CP No data,3,A2,20220701T195402Z,RSS421 NEO-M8Q-0-10,402.38 MHz,5.9 v,2.11,32768 sec,-1.0 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:36:59,695.2 mb,13.4 C,12.8 C,96.50%,4.4 deg,1.2 m/s,-65.306500 deg,28.347300 deg,2855.2 m
20220908H1,AL-91,9/8/2022,10:37:00,D20220908_103700.6,6,221210182,BRD,NWS,,DROP6,6,N42RF,WP-3D Orion,Good Drop,D6 CH6,,,,,,,,,,,,,,,,,,,,,,,,,,
20220908H1,AL-91,9/8/2022,10:44:11,D20220908_104411.7,7,220840761,BRD,ONR,,DROP7,7,N42RF,WP-3D Orion,Good Drop,D7 CH7 1044Z PASS2 RMWO,3,A2,20220712T154629Z,RSS421 NEO-M8Q-0-10,403.38 MHz,5.9 v,2.11,32768 sec,-0.6 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:44:10,694.9 mb,12.7 C,14.8 C,100.00%,72.7 deg,36.4 m/s,-65.603500 deg,28.787400 deg,2937.2 m
20220908H1,AL-91,9/8/2022,10:44:44,D20220908_104444.8,8,221210176,BRD,ONR,,DROP8,8,N42RF,WP-3D Orion,Good Drop,D8 CH8 1044Z PASS2 RMWO,3,A2,20220701T193032Z,RSS421 NEO-M8Q-0-10,403.22 MHz,5.7 v,2.11,32768 sec,0.0 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:44:44,692.8 mb,11.3 C,13.8 C,100.00%,65.5 deg,38.0 m/s,-65.626900 deg,28.822800 deg,2977.0 m
20220908H1,AL-91,9/8/2022,10:49:04,D20220908_104904.1,9,221240290,BRD,NWS,,DROP9,1,N42RF,WP-3D Orion,Good Drop,D9 CH1 1049Z PASS2 MPO,3,A2,20220712T155352Z,RSS421 NEO-M8Q-0-10,404.22 MHz,6.0 v,2.11,32768 sec,-0.3 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:49:04,695.3 mb,10.7 C,11.8 C,100.00%,61.4 deg,33.9 m/s,-65.801800 deg,29.081600 deg,3017.6 m
20220908H1,AL-91,9/8/2022,10:59:56,D20220908_105956.2,10,221250045,BRD,NWS,,DROP10,2,N42RF,WP-3D Orion,Bad Temperature,DROP10 CH2 1059Z PASS1 EP NO TEMP AND HUMIDITY,3,A2,20220706T165757Z,RSS421 NEO-M8Q-0-10,404.38 MHz,5.9 v,2.11,32768 sec,-0.3 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),10:59:56,695.1 mb,9.5 C,8.7 C,94.70%,57.4 deg,21.2 m/s,-66.242200 deg,29.721900 deg,3103.1 m
