flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190918N1,TS Jerry,2019-09-18,13:56:14,D20190918_135614.3,1,191941356,NGU,,,Drop #1,3,N49RF,Gulfstream G-IV SP,Good Drop,Point #1,3,A2,20190703T142436Z,RSS421 NEO-M8Q-0,403.70 MHz,5.7 v,2.09,32768 sec,-0.2 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),13:56:14,177.2 mb,-58.1 C,-66.8 C,31.6 %,282.3 deg,9.5 m/s,-55.923500 deg,20.438700 deg,13131.0 m
20190918N1,Jerry,2019-09-18,13:56:14,D20190918_135614.8,1_dup,191941356_8_dup,SCP,,,1,8,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190703T142436Z,RSS421 NEO-M8Q-0,403.70 MHz,5.8 v,2.09,32768 sec,-0.2 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),13:56:14,177.2 mb,-58.1 C,-66.8 C,31.6 %,282.3 deg,9.5 m/s,-55.923500 deg,20.438700 deg,13131.0 m
20190918N1,TS Jerry,2019-09-18,14:05:36,D20190918_140536.2,2,192040941,NGU,,,Drop #2,2,N49RF,Gulfstream G-IV SP,Good Drop,Point #2,3,A2,20190702T194846Z,RSS421 NEO-M8Q-0,404.70 MHz,5.9 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:05:36,177.1 mb,-58.8 C,-66.9 C,34.0 %,234.8 deg,8.2 m/s,-54.652200 deg,20.499900 deg,13143.1 m
20190918N1,Jerry,2019-09-18,14:05:36,D20190918_140536.5,2_dup,192040941_5_dup,SCP,,,2,5,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190702T194846Z,RSS421 NEO-M8Q-0,404.70 MHz,5.9 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:05:36,177.1 mb,-58.8 C,-66.9 C,34.0 %,234.8 deg,8.2 m/s,-54.652200 deg,20.499900 deg,13143.1 m
20190918N1,TS Jerry,2019-09-18,14:15:44,D20190918_141544.1,3,192040927,NGU,,,Drop #3,1,N49RF,Gulfstream G-IV SP,Good Drop,Point #3,3,A2,20190702T182232Z,RSS421 NEO-M8Q-0,405.70 MHz,5.9 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:15:43,169.0 mb,-61.7 C,-68.6 C,39.5 %,185.1 deg,11.5 m/s,-53.320600 deg,20.499900 deg,13452.8 m
20190918N1,Jerry,2019-09-18,14:15:44,D20190918_141544.6,3_dup,192040927_6_dup,SCP,,,3,6,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190702T182232Z,RSS421 NEO-M8Q-0,405.70 MHz,5.8 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:15:43,169.0 mb,-61.7 C,-68.6 C,39.5 %,185.1 deg,11.5 m/s,-53.320600 deg,20.499900 deg,13452.8 m
20190918N1,TS Jerry,2019-09-18,14:25:53,D20190918_142553.4,4,191050229,NGU,,,Drop #4,4,N49RF,Gulfstream G-IV SP,Good Drop,Point #4,3,A2,20190503T204852Z,RSS421 NEO-M8Q-0,400.70 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:25:52,169.1 mb,-61.9 C,-68.8 C,39.0 %,189.4 deg,15.2 m/s,-51.984400 deg,20.499900 deg,13463.3 m
20190918N1,Jerry,2019-09-18,14:25:53,D20190918_142553.8,4_dup,191050229_8_dup,SCP,,,4,8,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190503T204852Z,RSS421 NEO-M8Q-0,400.70 MHz,5.9 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:25:52,169.1 mb,-61.9 C,-68.8 C,39.0 %,189.4 deg,15.2 m/s,-51.984400 deg,20.499900 deg,13463.3 m
20190918N1,TS Jerry,2019-09-18,14:35:58,D20190918_143558.3,5,185130862,NGU,,,Drop #5,3,N49RF,Gulfstream G-IV SP,Good Drop,Point #5,3,A2,20190503T153203Z,RSS421 NEO-M8Q-0,402.70 MHz,5.8 v,2.09,32768 sec,-0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:35:57,169.0 mb,-61.6 C,-69.2 C,35.9 %,189.6 deg,11.3 m/s,-50.654300 deg,20.499900 deg,13474.4 m
20190918N1,Jerry,2019-09-18,14:35:58,D20190918_143558.7,5_dup,185130862_7_dup,SCP,,,5,7,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190503T153203Z,RSS421 NEO-M8Q-0,402.70 MHz,5.7 v,2.09,32768 sec,-0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:35:57,169.0 mb,-61.6 C,-69.2 C,35.9 %,189.6 deg,11.3 m/s,-50.654300 deg,20.499900 deg,13474.4 m
20190918N1,TS Jerry,2019-09-18,14:46:05,D20190918_144605.2,6,191941237,NGU,,,Drop #6,2,N49RF,Gulfstream G-IV SP,Good Drop,Point #6,3,A2,20190703T141840Z,RSS421 NEO-M8Q-0,403.70 MHz,5.8 v,2.09,32768 sec,-0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:46:04,169.1 mb,-62.1 C,-69.3 C,37.6 %,201.0 deg,4.9 m/s,-49.319900 deg,20.499900 deg,13472.9 m
20190918N1,Jerry,2019-09-18,14:46:05,D20190918_144605.6,6_dup,191941237_6_dup,SCP,,,6,6,N49RF,Gulfstream G-IV SP,Good Drop,,3,A2,20190703T141840Z,RSS421 NEO-M8Q-0,403.70 MHz,5.8 v,2.09,32768 sec,-0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:46:04,169.1 mb,-62.1 C,-69.3 C,37.6 %,201.0 deg,4.9 m/s,-49.319900 deg,20.499900 deg,13472.9 m
20190918N1,TS Jerry,2019-09-18,14:55:44,D20190918_145544.1,7,192040919,NGU,,,Drop #7,1,N49RF,Gulfstream G-IV SP,Good Drop,Point #7,3,A2,20190702T183840Z,RSS421 NEO-M8Q-0,404.70 MHz,5.8 v,2.10,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:55:43,169.1 mb,-62.0 C,-69.4 C,36.1 %,245.2 deg,7.1 m/s,-48.086500 deg,20.385000 deg,13473.9 m
