flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190903N1,Hurricane Dorian,2019-09-03,05:51:37,D20190903_055137.1,1,183320953,AJP,,,Drop 1,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181221T214923Z,RSS421 NEO-M8Q-0,400.70 MHz,5.8 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),05:51:37,251.2 mb,-38.2 C,-37.3 C,100.0 %,270.0 deg,3.2 m/s,-82.874700 deg,25.521600 deg,10918.3 m
20190903N1,Hurricane Dorian,2019-09-03,05:51:37,D20190903_055137.5,1_dup,183320953_5_dup,scp,,,1,5,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181221T214923Z,RSS421 NEO-M8Q-0,400.70 MHz,5.8 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),05:51:37,251.2 mb,-38.2 C,-37.3 C,100.0 %,270.0 deg,3.2 m/s,-82.874700 deg,25.521600 deg,10918.3 m
20190903N1,Hurricane Dorian,2019-09-03,06:15:12,D20190903_061512.2,2,184030506,AJP,,,Drop 2,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T185221Z,RSS421 NEO-M8Q-0,401.70 MHz,6.0 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:15:11,177.2 mb,-58.1 C,-56.8 C,100.0 %,49.4 deg,6.1 m/s,-80.519600 deg,23.785300 deg,13203.0 m
20190903N1,Hurricane Dorian,2019-09-03,06:15:12,D20190903_061512.6,2_dup,184030506_6_dup,scp,,,2,6,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T185221Z,RSS421 NEO-M8Q-0,401.70 MHz,5.9 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:15:11,177.2 mb,-58.1 C,-56.8 C,100.0 %,49.4 deg,6.1 m/s,-80.519600 deg,23.785300 deg,13203.0 m
20190903N1,Hurricane Dorian,2019-09-03,06:28:55,D20190903_062855.3,3,183320253,AJP,,,Drop 3,3,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T172229Z,RSS421 NEO-M8Q-0,402.70 MHz,6.0 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:28:55,177.2 mb,-58.8 C,-67.0 C,33.8 %,6.9 deg,8.1 m/s,-78.705100 deg,23.748400 deg,13196.0 m
20190903N1,Hurricane Dorian,2019-09-03,06:28:55,D20190903_062855.7,3_dup,183320253_7_dup,scp,,,3,7,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T172229Z,RSS421 NEO-M8Q-0,402.70 MHz,5.9 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:28:55,177.2 mb,-58.8 C,-67.0 C,33.8 %,6.9 deg,8.1 m/s,-78.705100 deg,23.748400 deg,13196.0 m
20190903N1,Hurricane Dorian,2019-09-03,06:48:17,D20190903_064817.4,4,184030505,AJP,,,Drop 4,4,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T183650Z,RSS421 NEO-M8Q-0,403.70 MHz,5.9 v,2.09,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:48:16,177.4 mb,-59.0 C,-56.1 C,100.0 %,327.1 deg,12.7 m/s,-76.219700 deg,24.238900 deg,13194.2 m
20190903N1,Hurricane Dorian,2019-09-03,06:48:17,D20190903_064817.8,4_dup,184030505_8_dup,scp,,,4,8,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T183650Z,RSS421 NEO-M8Q-0,403.70 MHz,5.8 v,2.09,32768 sec,-0.6 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),06:48:16,177.4 mb,-59.0 C,-56.1 C,100.0 %,327.1 deg,12.7 m/s,-76.219700 deg,24.238900 deg,13194.2 m
20190903N1,Hurricane Dorian,2019-09-03,07:02:40,D20190903_070240.1,5,184030944,AJP,,,Drop 5,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T213352Z,RSS421 NEO-M8Q-0,404.70 MHz,5.9 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:02:40,169.2 mb,-61.8 C,-64.7 C,68.7 %,291.6 deg,15.4 m/s,-75.430200 deg,25.765900 deg,13489.9 m
20190903N1,Hurricane Dorian,2019-09-03,07:02:40,D20190903_070240.5,5_dup,184030944_5_dup,scp,,,5,5,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T213352Z,RSS421 NEO-M8Q-0,404.70 MHz,5.9 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:02:40,169.2 mb,-61.8 C,-64.7 C,68.7 %,291.6 deg,15.4 m/s,-75.430200 deg,25.765900 deg,13489.9 m
20190903N1,Hurricane Dorian,2019-09-03,07:19:54,D20190903_071954.2,6,184030945,AJP,,,Drop 6,2,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T204046Z,RSS421 NEO-M8Q-0,405.70 MHz,5.9 v,2.09,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:19:54,169.2 mb,-61.2 C,-66.3 C,50.5 %,245.1 deg,8.7 m/s,-74.801000 deg,27.430800 deg,13492.7 m
20190903N1,Hurricane Dorian,2019-09-03,07:19:54,D20190903_071954.6,6_dup,184030945_6_dup,scp,,,6,6,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T204046Z,RSS421 NEO-M8Q-0,405.70 MHz,5.8 v,2.09,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:19:54,169.2 mb,-61.2 C,-66.3 C,50.5 %,245.1 deg,8.7 m/s,-74.801000 deg,27.430800 deg,13492.7 m
20190903N1,Hurricane Dorian,2019-09-03,07:33:20,D20190903_073320.3,7,184050894,AJP,,,Drop 7,3,N49RF,Gulfstream G-IV SP,Bad Temperature  Bad Humidity,,3,A1,20181226T193229Z,RSS421 NEO-M8Q-0,400.70 MHz,5.9 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:33:20,169.3 mb,-61.2 C,-68.5 C,37.0 %,275.0 deg,15.2 m/s,-72.955700 deg,27.999000 deg,13485.2 m
20190903N1,Hurricane Dorian,2019-09-03,07:33:20,D20190903_073320.7,7_dup,184050894_7_dup,scp,,,7,7,N49RF,Gulfstream G-IV SP,Bad Temperature  Bad Humidity,,3,A1,20181226T193229Z,RSS421 NEO-M8Q-0,400.70 MHz,5.8 v,2.09,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:33:20,169.3 mb,-61.2 C,-68.5 C,37.0 %,275.0 deg,15.2 m/s,-72.955700 deg,27.999000 deg,13485.2 m
20190903N1,Hurricane Dorian,2019-09-03,07:34:00,D20190903_073400.4,8,184040037,AJP,,,Drop 8,4,N49RF,Gulfstream G-IV SP,Good Drop,back up for 7,3,A1,20181226T173150Z,RSS421 NEO-M8Q-0,401.70 MHz,5.9 v,2.09,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:33:59,169.3 mb,-61.2 C,-68.4 C,37.7 %,278.9 deg,15.9 m/s,-72.859000 deg,28.000900 deg,13487.1 m
20190903N1,Hurricane Dorian,2019-09-03,07:34:00,D20190903_073400.8,8_dup,184040037_8_dup,scp,,,8,8,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181226T173150Z,RSS421 NEO-M8Q-0,401.70 MHz,5.7 v,2.09,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),07:33:59,169.3 mb,-61.2 C,-68.4 C,37.7 %,278.9 deg,15.9 m/s,-72.859000 deg,28.000900 deg,13487.1 m
