flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190522N1,Test 1,2019-05-22,18:20:08,D20190522_182008.1,1,182840142,jkn,,,Drop 1,1,N49RF,Gulfstream G-IV SP,Good Drop,,3,A1,20181024T165253Z,RSS421 NEO-M8Q-0,403.70 MHz,5.9 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),18:20:07,176.9 mb,-61.1 C,-68.3 C,37.7 %,344.6 deg,4.5 m/s,-81.078100 deg,31.412700 deg,13086.6 m
