flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190525N1,Test 2,2019-05-25,22:37:28,D20190525_223728.1,1,122225065,jkn,,,Drop 1,1,N49RF,Gulfstream G-IV SP,Good Drop, TDDryBiasCorrApplied,1,A5,2012/07/18 10:01,Vaisala RS904  Ublox TIM-5H,403.70 MHz,8.3 v,1.04,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:37:27,186.1 mb,-63.1 C,-71.7 C,30.2 %,13.1 deg,28.5 m/s,-132.149600 deg,31.099000 deg,12658.9 m
20190525N1,Test 2,2019-05-25,22:45:12,D20190525_224512.2,2,132355118,jkn,,,Drop 2,2,N49RF,Gulfstream G-IV SP,Good Drop, TDDryBiasCorrApplied,1,A5,2013/08/15 08:37,Vaisala RS904  Ublox TIM-5H,404.70 MHz,8.6 v,1.04,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:45:11,177.4 mb,-65.0 C,-72.4 C,35.1 %,6.5 deg,29.2 m/s,-133.278600 deg,30.762200 deg,12972.4 m
20190525N1,Test 2,2019-05-25,22:52:47,D20190525_225247.3,3,132335174,jkn,,,Drop 3,3,N49RF,Gulfstream G-IV SP,Good Drop, TDDryBiasCorrApplied,1,A5,2013/08/15 07:36,Vaisala RS904  Ublox TIM-5H,405.70 MHz,8.7 v,1.04,32768 sec,0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:52:46,177.4 mb,-65.4 C,-72.7 C,35.3 %,8.1 deg,27.4 m/s,-134.372600 deg,30.420500 deg,12990.9 m
20190525N1,Test,2019-05-25,22:52:47,D20190525_225247.5,3_dup,132335174_5_dup,akr,,,drop 3,5,N49RF,Gulfstream G-IV SP,Good Drop, TDDryBiasCorrApplied,1,A5,2013/08/15 07:36,Vaisala RS904  Ublox TIM-5H,405.70 MHz,8.2 v,1.04,32768 sec,0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),22:52:46,177.4 mb,-65.4 C,-72.7 C,35.3 %,8.1 deg,27.4 m/s,-134.372600 deg,30.420500 deg,12990.9 m
