flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,ptu,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20190729N1,AVAPS Shakedown,2019-07-29,14:18:01,D20190729_141801.5,1,191640490,JW,,,Test Drop #1,5,N49RF,Gulfstream G-IV SP,Good Drop,June 2019 sonde,3,A2,20190605T173916Z,RSS421 NEO-M8Q-0,403.70 MHz,5.7 v,2.09,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:17:59,146.4 mb,-63.5 C,-51.6 C,-999.0 %,167.7 deg,4.6 m/s,-84.147000 deg,26.451200 deg,14276.5 m
20190729N1,AVAPS Shakedown,2019-07-29,14:18:13,D20190729_141813.6,2,182230740,JW,,,Test Drop #2,6,N49RF,Gulfstream G-IV SP,Good Drop,May 2019 sonde with new chute,3,A1,20181024T155254Z,RSS421 NEO-M8Q-0,404.70 MHz,5.9 v,2.09,32768 sec,-0.8 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),14:18:12,146.5 mb,-63.6 C,-51.9 C,-999.0 %,169.3 deg,5.1 m/s,-84.133300 deg,26.475000 deg,14276.1 m
