flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20240924I1,PTC9,2024-09-24,09:42:12,D20240924_094212.1,1,231830076,JRH,,,none,1,N43RF,WP-3D,Good Drop,,3,N1,20230922T131315Z,RSS421 NEO-M8Q-0-10,400.42 MHz,8.4 v,3.07,32768 sec,0.2 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),09:42:11,694.3 mb,11.4 C,6.6 C,72.3 %,80.2 deg,13.7 m/s,-84.004600 deg,20.459000 deg,3190.7 m
20240924I1,PTC9,2024-09-24,09:55:20,D20240924_095520.2,2,233241088,JRH,,,none,2,N43RF,WP-3D,Good Drop,,3,N1,20230926T130511Z,RSS421 NEO-M8Q-0-10,401.42 MHz,8.4 v,3.07,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),09:55:20,694.3 mb,11.5 C,7.8 C,77.8 %,83.8 deg,12.6 m/s,-83.479800 deg,19.749400 deg,3174.8 m
20240924I1,PTC9,2024-09-24,10:03:38,D20240924_100338.3,3,233150160,JRH,,,none,3,N43RF,WP-3D,Good Drop,,3,N1,20230926T152907Z,RSS421 NEO-M8Q-0-10,402.42 MHz,8.7 v,3.07,32768 sec,-0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),10:03:38,694.3 mb,11.1 C,9.6 C,90.4 %,244.8 deg,3.3 m/s,-83.016500 deg,19.390800 deg,3168.7 m
20240924I1,PTC9,2024-09-24,10:16:29,D20240924_101629.4,4,233150158,JRH,,,none,4,N43RF,WP-3D,Good Drop,,3,N1,20230926T134509Z,RSS421 NEO-M8Q-0-10,403.42 MHz,8.6 v,3.07,32768 sec,-0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),10:16:29,694.3 mb,10.6 C,10.3 C,98.0 %,177.5 deg,8.2 m/s,-82.287200 deg,18.889700 deg,3183.2 m
20240924I1,PTC9,2024-09-24,10:28:27,D20240924_102827.2,5,233241091,JRH,,,none,2,N43RF,WP-3D,Good Drop,,3,N1,20230926T132812Z,RSS421 NEO-M8Q-0-10,401.42 MHz,8.5 v,3.07,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),10:28:27,696.0 mb,10.5 C,10.2 C,98.2 %,165.4 deg,9.9 m/s,-81.889400 deg,18.228100 deg,3169.7 m
20240924I1,PTC9,2024-09-24,10:50:16,D20240924_105016.1,6,233550503,JRH,,,none,1,N43RF,WP-3D,Good Drop,,3,N1,20231017T163833Z,RSS421 NEO-M8Q-0-10,400.42 MHz,8.5 v,3.07,32768 sec,0.0 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),10:50:16,696.3 mb,10.2 C,9.1 C,92.7 %,136.8 deg,10.7 m/s,-81.301400 deg,19.633700 deg,3182.1 m
20240924I1,PTC9,2024-09-24,11:11:13,D20240924_111113.3,7,233150168,JRH,,,none,3,N43RF,WP-3D,Good Drop,,3,N1,20230928T153904Z,RSS421 NEO-M8Q-0-10,402.42 MHz,8.6 v,3.07,32768 sec,-0.4 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),11:11:12,695.6 mb,9.7 C,11.1 C,100.0 %,142.4 deg,19.0 m/s,-82.268500 deg,19.423600 deg,3171.1 m
20240924I1,PTC9,2024-09-24,11:26:41,D20240924_112641.2,8,231830021,JRH,,,DROP 8,2,N43RF,WP-3D,Good Drop,,3,N1,20230922T130711Z,RSS421 NEO-M8Q-0-10,403.42 MHz,8.6 v,3.07,32768 sec,-0.1 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),11:26:40,696.0 mb,11.9 C,8.8 C,81.3 %,85.1 deg,4.1 m/s,-83.422800 deg,19.631900 deg,3152.1 m
20240924I1,PTC9,2024-09-24,11:40:09,D20240924_114009.4,9,231821653,JRH,,,DROP 9,4,N43RF,WP-3D,Good Drop,,3,N1,20230926T125117Z,RSS421 NEO-M8Q-0-10,401.42 MHz,8.3 v,3.07,32768 sec,-0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),11:40:08,696.0 mb,11.6 C,8.0 C,78.3 %,57.7 deg,13.1 m/s,-84.468700 deg,19.719200 deg,3169.9 m
20240924I1,PTC9,2024-09-24,11:47:24,D20240924_114724.1,10,233140462,JRH,,,DROP 10,1,N43RF,WP-3D,Good Drop,,3,N1,20230926T132141Z,RSS421 NEO-M8Q-0-10,402.42 MHz,8.6 v,3.07,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),11:47:23,695.9 mb,12.0 C,6.4 C,68.5 %,53.0 deg,11.8 m/s,-85.052800 deg,19.690100 deg,3174.8 m
20240924I1,PTC9,2024-09-24,12:10:34,D20240924_121034.2,11,233140744,JV,,,DROP 11,2,N43RF,WP-3D,Good Drop,,3,N1,20230927T172551Z,RSS421 NEO-M8Q-0-10,403.42 MHz,8.6 v,3.07,32768 sec,0.3 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),12:10:33,695.8 mb,11.3 C,8.1 C,80.3 %,303.6 deg,4.5 m/s,-84.462800 deg,18.249800 deg,3164.8 m
20240924I1,PTC9,2024-09-24,12:22:59,D20240924_122259.3,12,233140650,JV,,,DROP 12,3,N43RF,WP-3D,Good Drop,,3,N1,20230928T154230Z,RSS421 NEO-M8Q-0-10,400.42 MHz,8.5 v,3.07,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),12:22:59,695.8 mb,11.3 C,9.6 C,89.0 %,263.2 deg,5.6 m/s,-83.799400 deg,18.860900 deg,3163.7 m
20240924I1,PTC9,2024-09-24,12:33:38,D20240924_123338.4,13,233241089,JV,,,DROP 13,4,N43RF,WP-3D,Good Drop,,3,N1,20230926T130832Z,RSS421 NEO-M8Q-0-10,401.42 MHz,8.5 v,3.07,32768 sec,-0.6 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),12:33:38,695.7 mb,11.2 C,10.0 C,92.2 %,88.4 deg,3.5 m/s,-83.444700 deg,19.490700 deg,3152.8 m
20240924I1,PTC9,2024-09-24,12:50:26,D20240924_125026.5,14,233150229,JV,,,DROP 14,5,N43RF,WP-3D,Good Drop,,3,N1,20230928T211339Z,RSS421 NEO-M8Q-0-10,402.42 MHz,8.8 v,3.07,32768 sec,-0.5 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),12:50:26,695.1 mb,12.3 C,7.2 C,71.4 %,90.3 deg,22.7 m/s,-82.924300 deg,20.392100 deg,3186.0 m
20240924I1,PTC9,2024-09-24,13:01:38,D20240924_130138.6,15,233140457,JV,,,DROP 15,6,N43RF,WP-3D,Good Drop,,3,N1,20230926T132458Z,RSS421 NEO-M8Q-0-10,403.42 MHz,8.4 v,3.07,32768 sec,-0.7 mb,0.0 C,0.0 %,0.0 %,0.0 mb,0.0 C,0.0 %,IWGADTS Format (IWG1),13:01:37,694.5 mb,11.4 C,6.4 C,71.5 %,130.6 deg,20.5 m/s,-82.387900 deg,20.901300 deg,3204.3 m
