flight_id,project,launch_date,launch_time,file,count,sonde_id,operator,account,bad,sounding_name,channel,tail_num,actype,std_comm,comm,sonde_type,sonde_rev,sonde_built,sens,freq,batt,firm,shut,basep,baset,baseh1,baseh2,dynmp,dynmt,dynmh,pltype,pltime,plpres,pltemp,pldewp,plhumi,plws,plwd,pllat,pllon,plalt
20240322I1,Emerging Tech,3/22/2024,15:10:26,D20240322_151026.1,1,221210147,SCP,IR/SST,,1,1,N43RF,WP-3D,Good Drop,,3,A2,20220906T172938Z,RSS421 NEO-M8Q-0-10,400.50 MHz,5.8 v,2.11,32768 sec,-1.3 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),15:10:25,698.8 mb,1.9 C,2.0 C,100.00%,222.6 deg,12.1 m/s,-79.570600 deg,27.663200 deg,3147.3 m
20240322I1,Emerging Tech,3/22/2024,15:16:05,D20240322_151605.2,2,220420539,SCP,IR/SST,,2,2,N43RF,WP-3D,Good Drop,,3,A2,20220620T153148Z,RSS421 NEO-M8Q-0-10,401.50 MHz,5.7 v,2.11,32768 sec,-1.1 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),15:16:03,698.7 mb,2.0 C,2.2 C,100.00%,220.2 deg,15.7 m/s,-79.767400 deg,27.757000 deg,3151.1 m
20240322I1,Emerging Tech,3/22/2024,15:18:55,D20240322_151855.1,3,221240640,SCP,IR/SST,,3,1,N43RF,WP-3D,Good Drop,,3,A2,20220906T171237Z,RSS421 NEO-M8Q-0-10,400.50 MHz,6.1 v,2.11,32768 sec,-1.2 mb,0.0 C,0.00%,0.00%,0.0 mb,0.0 C,0.00%,IWGADTS Format (IWG1),15:18:54,698.9 mb,1.7 C,2.0 C,100.00%,232.3 deg,15.2 m/s,-79.588000 deg,27.787300 deg,3148.6 m
